graph,order,size,time,iterations,error,technique,min_compute
"soc-Epinions1","75888","524384","8.784","34","0.00026806","pagerankComponentwiseCudaLiNorm","50000000"
"coAuthorsDBLP","299067","1955352","2.766","45","0","pagerankMonolithicCudaL1Norm","0"
"coAuthorsDBLP","299067","1955352","43.242","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","1"
"coAuthorsDBLP","299067","1955352","43.275","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","5"
"coAuthorsDBLP","299067","1955352","43.548","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","10"
"coAuthorsDBLP","299067","1955352","43.245","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","50"
"coAuthorsDBLP","299067","1955352","43.254","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","100"
"coAuthorsDBLP","299067","1955352","43.267","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","500"
"coAuthorsDBLP","299067","1955352","43.261","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","1000"
"coAuthorsDBLP","299067","1955352","43.237","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","5000"
"coAuthorsDBLP","299067","1955352","43.253","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","10000"
"coAuthorsDBLP","299067","1955352","43.264","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","50000"
"coAuthorsDBLP","299067","1955352","43.287","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","100000"
"coAuthorsDBLP","299067","1955352","43.247","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","500000"
"coAuthorsDBLP","299067","1955352","43.26","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","1000000"
"coAuthorsDBLP","299067","1955352","43.544","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","5000000"
"coAuthorsDBLP","299067","1955352","43.266","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","10000000"
"coAuthorsDBLP","299067","1955352","43.245","45","4.6693e-8","pagerankComponentwiseCudaL1Norm","50000000"
"coAuthorsDBLP","299067","1955352","1.506","22","0.00047959","pagerankMonolithicCudaL2Norm","0"
"coAuthorsDBLP","299067","1955352","21.206","22","0.00047959","pagerankComponentwiseCudaL2Norm","1"
"coAuthorsDBLP","299067","1955352","21.207","22","0.00047959","pagerankComponentwiseCudaL2Norm","5"
"coAuthorsDBLP","299067","1955352","21.194","22","0.00047959","pagerankComponentwiseCudaL2Norm","10"
"coAuthorsDBLP","299067","1955352","21.193","22","0.00047959","pagerankComponentwiseCudaL2Norm","50"
"coAuthorsDBLP","299067","1955352","21.2","22","0.00047959","pagerankComponentwiseCudaL2Norm","100"
"coAuthorsDBLP","299067","1955352","21.207","22","0.00047959","pagerankComponentwiseCudaL2Norm","500"
"coAuthorsDBLP","299067","1955352","21.193","22","0.00047959","pagerankComponentwiseCudaL2Norm","1000"
"coAuthorsDBLP","299067","1955352","21.199","22","0.00047959","pagerankComponentwiseCudaL2Norm","5000"
"coAuthorsDBLP","299067","1955352","21.207","22","0.00047959","pagerankComponentwiseCudaL2Norm","10000"
"coAuthorsDBLP","299067","1955352","21.205","22","0.00047959","pagerankComponentwiseCudaL2Norm","50000"
"coAuthorsDBLP","299067","1955352","21.197","22","0.00047959","pagerankComponentwiseCudaL2Norm","100000"
"coAuthorsDBLP","299067","1955352","21.211","22","0.00047959","pagerankComponentwiseCudaL2Norm","500000"
"coAuthorsDBLP","299067","1955352","21.207","22","0.00047959","pagerankComponentwiseCudaL2Norm","1000000"
"coAuthorsDBLP","299067","1955352","21.204","22","0.00047959","pagerankComponentwiseCudaL2Norm","5000000"
"coAuthorsDBLP","299067","1955352","21.187","22","0.00047959","pagerankComponentwiseCudaL2Norm","10000000"
"coAuthorsDBLP","299067","1955352","21.207","22","0.00047959","pagerankComponentwiseCudaL2Norm","50000000"
"coAuthorsDBLP","299067","1955352","1.213","18","0.0011653","pagerankMonolithicCudaLiNorm","0"
"coAuthorsDBLP","299067","1955352","17.394","18","0.0011653","pagerankComponentwiseCudaLiNorm","1"
"coAuthorsDBLP","299067","1955352","17.374","18","0.0011653","pagerankComponentwiseCudaLiNorm","5"
"coAuthorsDBLP","299067","1955352","17.387","18","0.0011653","pagerankComponentwiseCudaLiNorm","10"
"coAuthorsDBLP","299067","1955352","17.394","18","0.0011653","pagerankComponentwiseCudaLiNorm","50"
"coAuthorsDBLP","299067","1955352","17.389","18","0.0011653","pagerankComponentwiseCudaLiNorm","100"
"coAuthorsDBLP","299067","1955352","17.382","18","0.0011653","pagerankComponentwiseCudaLiNorm","500"
"coAuthorsDBLP","299067","1955352","17.383","18","0.0011653","pagerankComponentwiseCudaLiNorm","1000"
"coAuthorsDBLP","299067","1955352","17.393","18","0.0011653","pagerankComponentwiseCudaLiNorm","5000"
"coAuthorsDBLP","299067","1955352","17.396","18","0.0011653","pagerankComponentwiseCudaLiNorm","10000"
"coAuthorsDBLP","299067","1955352","17.373","18","0.0011653","pagerankComponentwiseCudaLiNorm","50000"
"coAuthorsDBLP","299067","1955352","17.394","18","0.0011653","pagerankComponentwiseCudaLiNorm","100000"
"coAuthorsDBLP","299067","1955352","17.395","18","0.0011653","pagerankComponentwiseCudaLiNorm","500000"
"coAuthorsDBLP","299067","1955352","17.385","18","0.0011653","pagerankComponentwiseCudaLiNorm","1000000"
"coAuthorsDBLP","299067","1955352","17.378","18","0.0011653","pagerankComponentwiseCudaLiNorm","5000000"
"coAuthorsDBLP","299067","1955352","17.389","18","0.0011653","pagerankComponentwiseCudaLiNorm","10000000"
"coAuthorsDBLP","299067","1955352","17.382","18","0.0011653","pagerankComponentwiseCudaLiNorm","50000000"
"coAuthorsCiteseer","227320","1628268","2.763","48","0","pagerankMonolithicCudaL1Norm","0"
"coAuthorsCiteseer","227320","1628268","35.733","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","1"
"coAuthorsCiteseer","227320","1628268","35.892","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","5"
"coAuthorsCiteseer","227320","1628268","35.901","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","10"
"coAuthorsCiteseer","227320","1628268","35.88","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","50"
"coAuthorsCiteseer","227320","1628268","36.185","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","100"
"coAuthorsCiteseer","227320","1628268","35.896","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","500"
"coAuthorsCiteseer","227320","1628268","35.904","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","1000"
"coAuthorsCiteseer","227320","1628268","35.898","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","5000"
"coAuthorsCiteseer","227320","1628268","35.907","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","10000"
"coAuthorsCiteseer","227320","1628268","35.902","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","50000"
"coAuthorsCiteseer","227320","1628268","35.905","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","100000"
"coAuthorsCiteseer","227320","1628268","35.897","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","500000"
"coAuthorsCiteseer","227320","1628268","35.898","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","1000000"
"coAuthorsCiteseer","227320","1628268","35.913","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","5000000"
"coAuthorsCiteseer","227320","1628268","35.895","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","10000000"
"coAuthorsCiteseer","227320","1628268","35.895","48","5.4219e-8","pagerankComponentwiseCudaL1Norm","50000000"
"coAuthorsCiteseer","227320","1628268","1.38","23","0.00050506","pagerankMonolithicCudaL2Norm","0"
"coAuthorsCiteseer","227320","1628268","17.242","23","0.00050505","pagerankComponentwiseCudaL2Norm","1"
"coAuthorsCiteseer","227320","1628268","17.245","23","0.00050505","pagerankComponentwiseCudaL2Norm","5"
"coAuthorsCiteseer","227320","1628268","17.238","23","0.00050505","pagerankComponentwiseCudaL2Norm","10"
"coAuthorsCiteseer","227320","1628268","17.239","23","0.00050505","pagerankComponentwiseCudaL2Norm","50"
"coAuthorsCiteseer","227320","1628268","17.23","23","0.00050505","pagerankComponentwiseCudaL2Norm","100"
"coAuthorsCiteseer","227320","1628268","17.235","23","0.00050505","pagerankComponentwiseCudaL2Norm","500"
"coAuthorsCiteseer","227320","1628268","17.239","23","0.00050505","pagerankComponentwiseCudaL2Norm","1000"
"coAuthorsCiteseer","227320","1628268","17.243","23","0.00050505","pagerankComponentwiseCudaL2Norm","5000"
"coAuthorsCiteseer","227320","1628268","17.248","23","0.00050505","pagerankComponentwiseCudaL2Norm","10000"
"coAuthorsCiteseer","227320","1628268","17.239","23","0.00050505","pagerankComponentwiseCudaL2Norm","50000"
"coAuthorsCiteseer","227320","1628268","17.238","23","0.00050505","pagerankComponentwiseCudaL2Norm","100000"
"coAuthorsCiteseer","227320","1628268","17.24","23","0.00050505","pagerankComponentwiseCudaL2Norm","500000"
"coAuthorsCiteseer","227320","1628268","17.244","23","0.00050505","pagerankComponentwiseCudaL2Norm","1000000"
"coAuthorsCiteseer","227320","1628268","17.24","23","0.00050505","pagerankComponentwiseCudaL2Norm","5000000"
"coAuthorsCiteseer","227320","1628268","17.242","23","0.00050505","pagerankComponentwiseCudaL2Norm","10000000"
"coAuthorsCiteseer","227320","1628268","17.251","23","0.00050505","pagerankComponentwiseCudaL2Norm","50000000"
"coAuthorsCiteseer","227320","1628268","1.005","16","0.002182","pagerankMonolithicCudaLiNorm","0"
"coAuthorsCiteseer","227320","1628268","12.053","16","0.002182","pagerankComponentwiseCudaLiNorm","1"
"coAuthorsCiteseer","227320","1628268","12.044","16","0.002182","pagerankComponentwiseCudaLiNorm","5"
"coAuthorsCiteseer","227320","1628268","12.033","16","0.002182","pagerankComponentwiseCudaLiNorm","10"
"coAuthorsCiteseer","227320","1628268","12.158","16","0.002182","pagerankComponentwiseCudaLiNorm","50"
"coAuthorsCiteseer","227320","1628268","12.043","16","0.002182","pagerankComponentwiseCudaLiNorm","100"
"coAuthorsCiteseer","227320","1628268","12.035","16","0.002182","pagerankComponentwiseCudaLiNorm","500"
"coAuthorsCiteseer","227320","1628268","12.035","16","0.002182","pagerankComponentwiseCudaLiNorm","1000"
"coAuthorsCiteseer","227320","1628268","12.045","16","0.002182","pagerankComponentwiseCudaLiNorm","5000"
"coAuthorsCiteseer","227320","1628268","12.036","16","0.002182","pagerankComponentwiseCudaLiNorm","10000"
"coAuthorsCiteseer","227320","1628268","12.038","16","0.002182","pagerankComponentwiseCudaLiNorm","50000"
"coAuthorsCiteseer","227320","1628268","12.04","16","0.002182","pagerankComponentwiseCudaLiNorm","100000"
"coAuthorsCiteseer","227320","1628268","12.041","16","0.002182","pagerankComponentwiseCudaLiNorm","500000"
"coAuthorsCiteseer","227320","1628268","12.041","16","0.002182","pagerankComponentwiseCudaLiNorm","1000000"
"coAuthorsCiteseer","227320","1628268","12.04","16","0.002182","pagerankComponentwiseCudaLiNorm","5000000"
"coAuthorsCiteseer","227320","1628268","12.04","16","0.002182","pagerankComponentwiseCudaLiNorm","10000000"
"coAuthorsCiteseer","227320","1628268","12.039","16","0.002182","pagerankComponentwiseCudaLiNorm","50000000"
"soc-LiveJournal1","4847571","69532892","177.145","58","0","pagerankMonolithicCudaL1Norm","0"
"soc-LiveJournal1","4847571","69532892","759097.5","47","0.0000040881","pagerankComponentwiseCudaL1Norm","1"
"soc-LiveJournal1","4847571","69532892","169912.156","48","0.000004745","pagerankComponentwiseCudaL1Norm","5"
"soc-LiveJournal1","4847571","69532892","88768.242","48","0.0000047864","pagerankComponentwiseCudaL1Norm","10"
"soc-LiveJournal1","4847571","69532892","19623.629","49","0.0000042578","pagerankComponentwiseCudaL1Norm","50"
"soc-LiveJournal1","4847571","69532892","10715.938","49","0.0000042451","pagerankComponentwiseCudaL1Norm","100"
"soc-LiveJournal1","4847571","69532892","3362.187","50","0.000004247","pagerankComponentwiseCudaL1Norm","500"
"soc-LiveJournal1","4847571","69532892","2024.559","50","0.0000048736","pagerankComponentwiseCudaL1Norm","1000"
"soc-LiveJournal1","4847571","69532892","1033.437","50","0.0000047985","pagerankComponentwiseCudaL1Norm","5000"
"soc-LiveJournal1","4847571","69532892","938.964","51","0.000004821","pagerankComponentwiseCudaL1Norm","10000"
"soc-LiveJournal1","4847571","69532892","862.366","51","0.0000044125","pagerankComponentwiseCudaL1Norm","50000"
"soc-LiveJournal1","4847571","69532892","850.893","51","0.0000037797","pagerankComponentwiseCudaL1Norm","100000"
"soc-LiveJournal1","4847571","69532892","890.391","56","0.00000429","pagerankComponentwiseCudaL1Norm","500000"
"soc-LiveJournal1","4847571","69532892","889.22","56","0.0000051174","pagerankComponentwiseCudaL1Norm","1000000"
"soc-LiveJournal1","4847571","69532892","906.149","58","4.9725e-8","pagerankComponentwiseCudaL1Norm","5000000"
"soc-LiveJournal1","4847571","69532892","909.675","58","4.9725e-8","pagerankComponentwiseCudaL1Norm","10000000"
"soc-LiveJournal1","4847571","69532892","905.678","58","4.9725e-8","pagerankComponentwiseCudaL1Norm","50000000"
"soc-LiveJournal1","4847571","69532892","94.423","31","0.00058269","pagerankMonolithicCudaL2Norm","0"
"soc-LiveJournal1","4847571","69532892","741479.75","26","0.00077026","pagerankComponentwiseCudaL2Norm","1"
"soc-LiveJournal1","4847571","69532892","157622.641","26","0.00076978","pagerankComponentwiseCudaL2Norm","5"
"soc-LiveJournal1","4847571","69532892","82913.672","26","0.00064929","pagerankComponentwiseCudaL2Norm","10"
"soc-LiveJournal1","4847571","69532892","17074.328","26","0.00076836","pagerankComponentwiseCudaL2Norm","50"
"soc-LiveJournal1","4847571","69532892","9153.295","27","0.00064735","pagerankComponentwiseCudaL2Norm","100"
"soc-LiveJournal1","4847571","69532892","2516.712","26","0.00076436","pagerankComponentwiseCudaL2Norm","500"
"soc-LiveJournal1","4847571","69532892","1396.358","26","0.00064118","pagerankComponentwiseCudaL2Norm","1000"
"soc-LiveJournal1","4847571","69532892","581.809","26","0.00063411","pagerankComponentwiseCudaL2Norm","5000"
"soc-LiveJournal1","4847571","69532892","506.47","26","0.00063528","pagerankComponentwiseCudaL2Norm","10000"
"soc-LiveJournal1","4847571","69532892","422.77","25","0.00070286","pagerankComponentwiseCudaL2Norm","50000"
"soc-LiveJournal1","4847571","69532892","407.616","24","0.00072327","pagerankComponentwiseCudaL2Norm","100000"
"soc-LiveJournal1","4847571","69532892","382.745","24","0.0020932","pagerankComponentwiseCudaL2Norm","500000"
"soc-LiveJournal1","4847571","69532892","397.733","25","0.001765","pagerankComponentwiseCudaL2Norm","1000000"
"soc-LiveJournal1","4847571","69532892","484.741","31","0.0005827","pagerankComponentwiseCudaL2Norm","5000000"
"soc-LiveJournal1","4847571","69532892","484.942","31","0.0005827","pagerankComponentwiseCudaL2Norm","10000000"
"soc-LiveJournal1","4847571","69532892","484.167","31","0.0005827","pagerankComponentwiseCudaL2Norm","50000000"
"soc-LiveJournal1","4847571","69532892","85.36","28","0.0010223","pagerankMonolithicCudaLiNorm","0"
"soc-LiveJournal1","4847571","69532892","14588.019","12","0.40536","pagerankComponentwiseCudaLiNorm","1"
"soc-LiveJournal1","4847571","69532892","3565.822","12","0.40314","pagerankComponentwiseCudaLiNorm","5"
"soc-LiveJournal1","4847571","69532892","2099.776","12","0.40151","pagerankComponentwiseCudaLiNorm","10"
"soc-LiveJournal1","4847571","69532892","711.914","12","0.39896","pagerankComponentwiseCudaLiNorm","50"
"soc-LiveJournal1","4847571","69532892","505.077","12","0.39304","pagerankComponentwiseCudaLiNorm","100"
"soc-LiveJournal1","4847571","69532892","310.393","13","0.38109","pagerankComponentwiseCudaLiNorm","500"
"soc-LiveJournal1","4847571","69532892","272.909","13","0.37051","pagerankComponentwiseCudaLiNorm","1000"
"soc-LiveJournal1","4847571","69532892","240.407","13","0.30511","pagerankComponentwiseCudaLiNorm","5000"
"soc-LiveJournal1","4847571","69532892","234.785","13","0.26698","pagerankComponentwiseCudaLiNorm","10000"
"soc-LiveJournal1","4847571","69532892","261.784","15","0.13742","pagerankComponentwiseCudaLiNorm","50000"
"soc-LiveJournal1","4847571","69532892","263.119","16","0.024241","pagerankComponentwiseCudaLiNorm","100000"
"soc-LiveJournal1","4847571","69532892","278.868","17","0.01915","pagerankComponentwiseCudaLiNorm","500000"
"soc-LiveJournal1","4847571","69532892","307.975","19","0.0041948","pagerankComponentwiseCudaLiNorm","1000000"
"soc-LiveJournal1","4847571","69532892","437.383","28","0.0010223","pagerankComponentwiseCudaLiNorm","5000000"
"soc-LiveJournal1","4847571","69532892","437.98","28","0.0010223","pagerankComponentwiseCudaLiNorm","10000000"
"soc-LiveJournal1","4847571","69532892","437.369","28","0.0010223","pagerankComponentwiseCudaLiNorm","50000000"
"coPapersCiteseer","434102","32073440","37.701","51","0","pagerankMonolithicCudaL1Norm","0"
"coPapersCiteseer","434102","32073440","76.317","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","1"
"coPapersCiteseer","434102","32073440","75.997","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","5"
"coPapersCiteseer","434102","32073440","75.977","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","10"
"coPapersCiteseer","434102","32073440","75.987","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","50"
"coPapersCiteseer","434102","32073440","75.998","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","100"
"coPapersCiteseer","434102","32073440","75.973","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","500"
"coPapersCiteseer","434102","32073440","75.97","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","1000"
"coPapersCiteseer","434102","32073440","75.97","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","5000"
"coPapersCiteseer","434102","32073440","75.992","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","10000"
"coPapersCiteseer","434102","32073440","75.966","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","50000"
"coPapersCiteseer","434102","32073440","75.977","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","100000"
"coPapersCiteseer","434102","32073440","75.982","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","500000"
"coPapersCiteseer","434102","32073440","75.974","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","1000000"
"coPapersCiteseer","434102","32073440","76.401","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","5000000"
"coPapersCiteseer","434102","32073440","75.978","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","10000000"
"coPapersCiteseer","434102","32073440","76.521","51","7.0576e-8","pagerankComponentwiseCudaL1Norm","50000000"
"coPapersCiteseer","434102","32073440","13.859","20","0.0015958","pagerankMonolithicCudaL2Norm","0"
"coPapersCiteseer","434102","32073440","29.856","20","0.0015958","pagerankComponentwiseCudaL2Norm","1"
"coPapersCiteseer","434102","32073440","29.857","20","0.0015958","pagerankComponentwiseCudaL2Norm","5"
"coPapersCiteseer","434102","32073440","29.865","20","0.0015958","pagerankComponentwiseCudaL2Norm","10"
"coPapersCiteseer","434102","32073440","29.863","20","0.0015958","pagerankComponentwiseCudaL2Norm","50"
"coPapersCiteseer","434102","32073440","29.854","20","0.0015958","pagerankComponentwiseCudaL2Norm","100"
"coPapersCiteseer","434102","32073440","29.852","20","0.0015958","pagerankComponentwiseCudaL2Norm","500"
"coPapersCiteseer","434102","32073440","30.244","20","0.0015958","pagerankComponentwiseCudaL2Norm","1000"
"coPapersCiteseer","434102","32073440","29.86","20","0.0015958","pagerankComponentwiseCudaL2Norm","5000"
"coPapersCiteseer","434102","32073440","30.192","20","0.0015958","pagerankComponentwiseCudaL2Norm","10000"
"coPapersCiteseer","434102","32073440","29.853","20","0.0015958","pagerankComponentwiseCudaL2Norm","50000"
"coPapersCiteseer","434102","32073440","30.488","20","0.0015958","pagerankComponentwiseCudaL2Norm","100000"
"coPapersCiteseer","434102","32073440","29.848","20","0.0015958","pagerankComponentwiseCudaL2Norm","500000"
"coPapersCiteseer","434102","32073440","29.833","20","0.0015958","pagerankComponentwiseCudaL2Norm","1000000"
"coPapersCiteseer","434102","32073440","29.837","20","0.0015958","pagerankComponentwiseCudaL2Norm","5000000"
"coPapersCiteseer","434102","32073440","29.841","20","0.0015958","pagerankComponentwiseCudaL2Norm","10000000"
"coPapersCiteseer","434102","32073440","29.838","20","0.0015958","pagerankComponentwiseCudaL2Norm","50000000"
"coPapersCiteseer","434102","32073440","3.528","5","0.046208","pagerankMonolithicCudaLiNorm","0"
"coPapersCiteseer","434102","32073440","7.528","5","0.046208","pagerankComponentwiseCudaLiNorm","1"
"coPapersCiteseer","434102","32073440","8.23","5","0.046208","pagerankComponentwiseCudaLiNorm","5"
"coPapersCiteseer","434102","32073440","8.23","5","0.046208","pagerankComponentwiseCudaLiNorm","10"
"coPapersCiteseer","434102","32073440","8.227","5","0.046208","pagerankComponentwiseCudaLiNorm","50"
"coPapersCiteseer","434102","32073440","8.236","5","0.046208","pagerankComponentwiseCudaLiNorm","100"
"coPapersCiteseer","434102","32073440","8.227","5","0.046208","pagerankComponentwiseCudaLiNorm","500"
"coPapersCiteseer","434102","32073440","8.228","5","0.046208","pagerankComponentwiseCudaLiNorm","1000"
"coPapersCiteseer","434102","32073440","8.229","5","0.046208","pagerankComponentwiseCudaLiNorm","5000"
"coPapersCiteseer","434102","32073440","8.228","5","0.046208","pagerankComponentwiseCudaLiNorm","10000"
"coPapersCiteseer","434102","32073440","8.232","5","0.046208","pagerankComponentwiseCudaLiNorm","50000"
"coPapersCiteseer","434102","32073440","8.232","5","0.046208","pagerankComponentwiseCudaLiNorm","100000"
"coPapersCiteseer","434102","32073440","8.237","5","0.046208","pagerankComponentwiseCudaLiNorm","500000"
"coPapersCiteseer","434102","32073440","8.231","5","0.046208","pagerankComponentwiseCudaLiNorm","1000000"
"coPapersCiteseer","434102","32073440","8.23","5","0.046208","pagerankComponentwiseCudaLiNorm","5000000"
"coPapersCiteseer","434102","32073440","8.228","5","0.046208","pagerankComponentwiseCudaLiNorm","10000000"
"coPapersCiteseer","434102","32073440","8.231","5","0.046208","pagerankComponentwiseCudaLiNorm","50000000"
"coPapersDBLP","540486","30491458","38.459","49","0","pagerankMonolithicCudaL1Norm","0"
"coPapersDBLP","540486","30491458","88.92","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","1"
"coPapersDBLP","540486","30491458","88.914","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","5"
"coPapersDBLP","540486","30491458","88.902","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","10"
"coPapersDBLP","540486","30491458","88.906","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","50"
"coPapersDBLP","540486","30491458","88.927","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","100"
"coPapersDBLP","540486","30491458","88.899","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","500"
"coPapersDBLP","540486","30491458","88.908","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","1000"
"coPapersDBLP","540486","30491458","88.905","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","5000"
"coPapersDBLP","540486","30491458","88.927","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","10000"
"coPapersDBLP","540486","30491458","88.91","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","50000"
"coPapersDBLP","540486","30491458","88.918","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","100000"
"coPapersDBLP","540486","30491458","88.914","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","500000"
"coPapersDBLP","540486","30491458","89.654","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","1000000"
"coPapersDBLP","540486","30491458","89.5","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","5000000"
"coPapersDBLP","540486","30491458","89.298","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","10000000"
"coPapersDBLP","540486","30491458","89.554","49","6.3516e-8","pagerankComponentwiseCudaL1Norm","50000000"
"coPapersDBLP","540486","30491458","14.193","19","0.0018788","pagerankMonolithicCudaL2Norm","0"
"coPapersDBLP","540486","30491458","34.538","19","0.0018788","pagerankComponentwiseCudaL2Norm","1"
"coPapersDBLP","540486","30491458","34.531","19","0.0018788","pagerankComponentwiseCudaL2Norm","5"
"coPapersDBLP","540486","30491458","34.54","19","0.0018788","pagerankComponentwiseCudaL2Norm","10"
"coPapersDBLP","540486","30491458","34.542","19","0.0018788","pagerankComponentwiseCudaL2Norm","50"
"coPapersDBLP","540486","30491458","34.528","19","0.0018788","pagerankComponentwiseCudaL2Norm","100"
"coPapersDBLP","540486","30491458","34.534","19","0.0018788","pagerankComponentwiseCudaL2Norm","500"
"coPapersDBLP","540486","30491458","34.534","19","0.0018788","pagerankComponentwiseCudaL2Norm","1000"
"coPapersDBLP","540486","30491458","34.545","19","0.0018788","pagerankComponentwiseCudaL2Norm","5000"
"coPapersDBLP","540486","30491458","34.533","19","0.0018788","pagerankComponentwiseCudaL2Norm","10000"
"coPapersDBLP","540486","30491458","34.534","19","0.0018788","pagerankComponentwiseCudaL2Norm","50000"
"coPapersDBLP","540486","30491458","34.54","19","0.0018788","pagerankComponentwiseCudaL2Norm","100000"
"coPapersDBLP","540486","30491458","34.541","19","0.0018788","pagerankComponentwiseCudaL2Norm","500000"
"coPapersDBLP","540486","30491458","35.004","19","0.0018788","pagerankComponentwiseCudaL2Norm","1000000"
"coPapersDBLP","540486","30491458","34.53","19","0.0018788","pagerankComponentwiseCudaL2Norm","5000000"
"coPapersDBLP","540486","30491458","34.54","19","0.0018788","pagerankComponentwiseCudaL2Norm","10000000"
"coPapersDBLP","540486","30491458","34.54","19","0.0018788","pagerankComponentwiseCudaL2Norm","50000000"
"coPapersDBLP","540486","30491458","5.304","7","0.029598","pagerankMonolithicCudaLiNorm","0"
"coPapersDBLP","540486","30491458","12.796","7","0.029598","pagerankComponentwiseCudaLiNorm","1"
"coPapersDBLP","540486","30491458","12.796","7","0.029598","pagerankComponentwiseCudaLiNorm","5"
"coPapersDBLP","540486","30491458","12.806","7","0.029598","pagerankComponentwiseCudaLiNorm","10"
"coPapersDBLP","540486","30491458","12.798","7","0.029598","pagerankComponentwiseCudaLiNorm","50"
"coPapersDBLP","540486","30491458","12.794","7","0.029598","pagerankComponentwiseCudaLiNorm","100"
"coPapersDBLP","540486","30491458","12.8","7","0.029598","pagerankComponentwiseCudaLiNorm","500"
"coPapersDBLP","540486","30491458","12.799","7","0.029598","pagerankComponentwiseCudaLiNorm","1000"
"coPapersDBLP","540486","30491458","12.794","7","0.029598","pagerankComponentwiseCudaLiNorm","5000"
"coPapersDBLP","540486","30491458","13.987","7","0.029598","pagerankComponentwiseCudaLiNorm","10000"
"coPapersDBLP","540486","30491458","12.918","7","0.029598","pagerankComponentwiseCudaLiNorm","50000"
"coPapersDBLP","540486","30491458","12.794","7","0.029598","pagerankComponentwiseCudaLiNorm","100000"
"coPapersDBLP","540486","30491458","12.795","7","0.029598","pagerankComponentwiseCudaLiNorm","500000"
"coPapersDBLP","540486","30491458","12.798","7","0.029598","pagerankComponentwiseCudaLiNorm","1000000"
"coPapersDBLP","540486","30491458","12.797","7","0.029598","pagerankComponentwiseCudaLiNorm","5000000"
"coPapersDBLP","540486","30491458","12.795","7","0.029598","pagerankComponentwiseCudaLiNorm","10000000"
"coPapersDBLP","540486","30491458","12.793","7","0.029598","pagerankComponentwiseCudaLiNorm","50000000"
"indochina-2004","7414866","195418438","117.377","59","0","pagerankMonolithicCudaL1Norm","0"
"indochina-2004","7414866","195418438","1911579.25","51","0.0000033187","pagerankComponentwiseCudaL1Norm","1"
"indochina-2004","7414866","195418438","446794.312","53","0.0000037493","pagerankComponentwiseCudaL1Norm","5"
