graph,order,size,time,iterations,error,technique,min_compute
"web-BerkStan","685230","7605339","98.507","43","0.000049733","pagerankComponentwiseCudaL2Norm","50000000"
"web-BerkStan","685230","7605339","11.786","37","0.00014802","pagerankMonolithicCudaLiNorm","0"
"web-BerkStan","685230","7605339","3344.259","22","0.12692","pagerankComponentwiseCudaLiNorm","1"
"web-BerkStan","685230","7605339","994.146","22","0.11686","pagerankComponentwiseCudaLiNorm","5"
"web-BerkStan","685230","7605339","644.634","22","0.11349","pagerankComponentwiseCudaLiNorm","10"
"web-BerkStan","685230","7605339","287.946","23","0.09371","pagerankComponentwiseCudaLiNorm","50"
"web-BerkStan","685230","7605339","221.903","23","0.08597","pagerankComponentwiseCudaLiNorm","100"
"web-BerkStan","685230","7605339","147.313","24","0.057784","pagerankComponentwiseCudaLiNorm","500"
"web-BerkStan","685230","7605339","118.917","24","0.03663","pagerankComponentwiseCudaLiNorm","1000"
"web-BerkStan","685230","7605339","90.074","27","0.027521","pagerankComponentwiseCudaLiNorm","5000"
"web-BerkStan","685230","7605339","86.676","28","0.020263","pagerankComponentwiseCudaLiNorm","10000"
"web-BerkStan","685230","7605339","83.303","31","0.0008263","pagerankComponentwiseCudaLiNorm","50000"
"web-BerkStan","685230","7605339","84.039","33","0.00059502","pagerankComponentwiseCudaLiNorm","100000"
"web-BerkStan","685230","7605339","86.359","36","0.00030145","pagerankComponentwiseCudaLiNorm","500000"
"web-BerkStan","685230","7605339","84.882","37","0.00014803","pagerankComponentwiseCudaLiNorm","1000000"
"web-BerkStan","685230","7605339","84.883","37","0.00014803","pagerankComponentwiseCudaLiNorm","5000000"
"web-BerkStan","685230","7605339","84.878","37","0.00014803","pagerankComponentwiseCudaLiNorm","10000000"
"web-BerkStan","685230","7605339","84.857","37","0.00014803","pagerankComponentwiseCudaLiNorm","50000000"
"web-Google","916428","5282013","12.262","62","0","pagerankMonolithicCudaL1Norm","0"
"web-Google","916428","5282013","174118.281","40","0.0000037572","pagerankComponentwiseCudaL1Norm","1"
"web-Google","916428","5282013","47493.949","43","0.0000036142","pagerankComponentwiseCudaL1Norm","5"
"web-Google","916428","5282013","26732.516","45","0.0000036861","pagerankComponentwiseCudaL1Norm","10"
"web-Google","916428","5282013","7364.19","50","0.0000040569","pagerankComponentwiseCudaL1Norm","50"
"web-Google","916428","5282013","4181.292","52","0.0000043291","pagerankComponentwiseCudaL1Norm","100"
"web-Google","916428","5282013","1439.077","56","0.0000044116","pagerankComponentwiseCudaL1Norm","500"
"web-Google","916428","5282013","788.508","57","0.0000045681","pagerankComponentwiseCudaL1Norm","1000"
"web-Google","916428","5282013","283.04","58","0.0000037216","pagerankComponentwiseCudaL1Norm","5000"
"web-Google","916428","5282013","237.038","59","0.0000040006","pagerankComponentwiseCudaL1Norm","10000"
"web-Google","916428","5282013","185.877","59","0.0000037955","pagerankComponentwiseCudaL1Norm","50000"
"web-Google","916428","5282013","177.243","59","0.0000034947","pagerankComponentwiseCudaL1Norm","100000"
"web-Google","916428","5282013","170.939","59","0.0000018407","pagerankComponentwiseCudaL1Norm","500000"
"web-Google","916428","5282013","173.015","62","7.3516e-8","pagerankComponentwiseCudaL1Norm","1000000"
"web-Google","916428","5282013","173.013","62","7.3516e-8","pagerankComponentwiseCudaL1Norm","5000000"
"web-Google","916428","5282013","173.014","62","7.3516e-8","pagerankComponentwiseCudaL1Norm","10000000"
"web-Google","916428","5282013","173.036","62","7.3516e-8","pagerankComponentwiseCudaL1Norm","50000000"
"web-Google","916428","5282013","7.463","40","0.000068722","pagerankMonolithicCudaL2Norm","0"
"web-Google","916428","5282013","173456.438","30","0.000102","pagerankComponentwiseCudaL2Norm","1"
"web-Google","916428","5282013","45434.156","33","0.00012119","pagerankComponentwiseCudaL2Norm","5"
"web-Google","916428","5282013","25266.125","34","0.00012151","pagerankComponentwiseCudaL2Norm","10"
"web-Google","916428","5282013","6784.445","38","0.00012284","pagerankComponentwiseCudaL2Norm","50"
"web-Google","916428","5282013","3805.92","41","0.000089087","pagerankComponentwiseCudaL2Norm","100"
"web-Google","916428","5282013","1243.348","43","0.00010933","pagerankComponentwiseCudaL2Norm","500"
"web-Google","916428","5282013","660.447","43","0.00010943","pagerankComponentwiseCudaL2Norm","1000"
"web-Google","916428","5282013","214.954","42","0.00010393","pagerankComponentwiseCudaL2Norm","5000"
"web-Google","916428","5282013","173.349","42","0.00010516","pagerankComponentwiseCudaL2Norm","10000"
"web-Google","916428","5282013","127.168","40","0.0001344","pagerankComponentwiseCudaL2Norm","50000"
"web-Google","916428","5282013","118.737","39","0.00011908","pagerankComponentwiseCudaL2Norm","100000"
"web-Google","916428","5282013","111.794","38","0.000095236","pagerankComponentwiseCudaL2Norm","500000"
"web-Google","916428","5282013","111.658","40","0.000068722","pagerankComponentwiseCudaL2Norm","1000000"
"web-Google","916428","5282013","111.653","40","0.000068722","pagerankComponentwiseCudaL2Norm","5000000"
"web-Google","916428","5282013","111.66","40","0.000068722","pagerankComponentwiseCudaL2Norm","10000000"
"web-Google","916428","5282013","111.762","40","0.000068722","pagerankComponentwiseCudaL2Norm","50000000"
"web-Google","916428","5282013","6.773","36","0.00015078","pagerankMonolithicCudaLiNorm","0"
"web-Google","916428","5282013","7499.819","15","1.0464","pagerankComponentwiseCudaLiNorm","1"
"web-Google","916428","5282013","2590.292","15","1.0008","pagerankComponentwiseCudaLiNorm","5"
"web-Google","916428","5282013","1825.623","15","0.9487","pagerankComponentwiseCudaLiNorm","10"
"web-Google","916428","5282013","822.373","16","0.65904","pagerankComponentwiseCudaLiNorm","50"
"web-Google","916428","5282013","558.488","19","0.45922","pagerankComponentwiseCudaLiNorm","100"
"web-Google","916428","5282013","246.233","17","0.057707","pagerankComponentwiseCudaLiNorm","500"
"web-Google","916428","5282013","163.466","17","0.024655","pagerankComponentwiseCudaLiNorm","1000"
"web-Google","916428","5282013","88.859","20","0.0081324","pagerankComponentwiseCudaLiNorm","5000"
"web-Google","916428","5282013","81.075","21","0.0059664","pagerankComponentwiseCudaLiNorm","10000"
"web-Google","916428","5282013","73.241","23","0.0034814","pagerankComponentwiseCudaLiNorm","50000"
"web-Google","916428","5282013","73.481","24","0.0023614","pagerankComponentwiseCudaLiNorm","100000"
"web-Google","916428","5282013","85.647","29","0.00063929","pagerankComponentwiseCudaLiNorm","500000"
"web-Google","916428","5282013","100.556","36","0.00015078","pagerankComponentwiseCudaLiNorm","1000000"
"web-Google","916428","5282013","100.555","36","0.00015078","pagerankComponentwiseCudaLiNorm","5000000"
"web-Google","916428","5282013","100.56","36","0.00015078","pagerankComponentwiseCudaLiNorm","10000000"
"web-Google","916428","5282013","100.545","36","0.00015078","pagerankComponentwiseCudaLiNorm","50000000"
"web-NotreDame","325729","1684922","4.852","53","0","pagerankMonolithicCudaL1Norm","0"
"web-NotreDame","325729","1684922","227715.656","49","0.0000043915","pagerankComponentwiseCudaL1Norm","1"
"web-NotreDame","325729","1684922","48864.875","51","0.0000047635","pagerankComponentwiseCudaL1Norm","5"
"web-NotreDame","325729","1684922","24890.961","51","0.0000047599","pagerankComponentwiseCudaL1Norm","10"
"web-NotreDame","325729","1684922","5221.809","52","0.0000046663","pagerankComponentwiseCudaL1Norm","50"
"web-NotreDame","325729","1684922","2760.907","53","0.0000047244","pagerankComponentwiseCudaL1Norm","100"
"web-NotreDame","325729","1684922","638.619","55","0.0000045278","pagerankComponentwiseCudaL1Norm","500"
"web-NotreDame","325729","1684922","348.436","56","0.0000046039","pagerankComponentwiseCudaL1Norm","1000"
"web-NotreDame","325729","1684922","121.358","59","0.0000043293","pagerankComponentwiseCudaL1Norm","5000"
"web-NotreDame","325729","1684922","98.508","59","0.0000044551","pagerankComponentwiseCudaL1Norm","10000"
"web-NotreDame","325729","1684922","74.562","60","0.0000043501","pagerankComponentwiseCudaL1Norm","50000"
"web-NotreDame","325729","1684922","66.881","59","0.0000036748","pagerankComponentwiseCudaL1Norm","100000"
"web-NotreDame","325729","1684922","55.842","53","5.4803e-8","pagerankComponentwiseCudaL1Norm","500000"
"web-NotreDame","325729","1684922","55.839","53","5.4803e-8","pagerankComponentwiseCudaL1Norm","1000000"
"web-NotreDame","325729","1684922","55.829","53","5.4803e-8","pagerankComponentwiseCudaL1Norm","5000000"
"web-NotreDame","325729","1684922","55.823","53","5.4803e-8","pagerankComponentwiseCudaL1Norm","10000000"
"web-NotreDame","325729","1684922","55.836","53","5.4803e-8","pagerankComponentwiseCudaL1Norm","50000000"
"web-NotreDame","325729","1684922","3.422","39","0.00001463","pagerankMonolithicCudaL2Norm","0"
"web-NotreDame","325729","1684922","227358.406","46","0.00001139","pagerankComponentwiseCudaL2Norm","1"
"web-NotreDame","325729","1684922","44933.09","45","0.000015001","pagerankComponentwiseCudaL2Norm","5"
"web-NotreDame","325729","1684922","22237.293","44","0.000016942","pagerankComponentwiseCudaL2Norm","10"
"web-NotreDame","325729","1684922","4399.715","43","0.000024499","pagerankComponentwiseCudaL2Norm","50"
"web-NotreDame","325729","1684922","2273.673","43","0.000028939","pagerankComponentwiseCudaL2Norm","100"
"web-NotreDame","325729","1684922","508.578","44","0.000039589","pagerankComponentwiseCudaL2Norm","500"
"web-NotreDame","325729","1684922","276.217","44","0.000043267","pagerankComponentwiseCudaL2Norm","1000"
"web-NotreDame","325729","1684922","96.446","46","0.000050268","pagerankComponentwiseCudaL2Norm","5000"
"web-NotreDame","325729","1684922","77.595","46","0.000052144","pagerankComponentwiseCudaL2Norm","10000"
"web-NotreDame","325729","1684922","57.814","46","0.000065854","pagerankComponentwiseCudaL2Norm","50000"
"web-NotreDame","325729","1684922","51.538","45","0.000047409","pagerankComponentwiseCudaL2Norm","100000"
"web-NotreDame","325729","1684922","41.11","39","0.000014651","pagerankComponentwiseCudaL2Norm","500000"
"web-NotreDame","325729","1684922","41.11","39","0.000014651","pagerankComponentwiseCudaL2Norm","1000000"
"web-NotreDame","325729","1684922","41.122","39","0.000014651","pagerankComponentwiseCudaL2Norm","5000000"
"web-NotreDame","325729","1684922","41.12","39","0.000014651","pagerankComponentwiseCudaL2Norm","10000000"
"web-NotreDame","325729","1684922","41.108","39","0.000014651","pagerankComponentwiseCudaL2Norm","50000000"
"web-NotreDame","325729","1684922","3.219","36","0.00002873","pagerankMonolithicCudaLiNorm","0"
"web-NotreDame","325729","1684922","4491.012","8","0.086429","pagerankComponentwiseCudaLiNorm","1"
"web-NotreDame","325729","1684922","1230.447","8","0.074784","pagerankComponentwiseCudaLiNorm","5"
"web-NotreDame","325729","1684922","762.258","8","0.068885","pagerankComponentwiseCudaLiNorm","10"
"web-NotreDame","325729","1684922","292.677","9","0.054742","pagerankComponentwiseCudaLiNorm","50"
"web-NotreDame","325729","1684922","207.214","10","0.048524","pagerankComponentwiseCudaLiNorm","100"
"web-NotreDame","325729","1684922","101.972","13","0.027064","pagerankComponentwiseCudaLiNorm","500"
"web-NotreDame","325729","1684922","75.037","15","0.018667","pagerankComponentwiseCudaLiNorm","1000"
"web-NotreDame","325729","1684922","45.353","22","0.0048003","pagerankComponentwiseCudaLiNorm","5000"
"web-NotreDame","325729","1684922","42.194","25","0.0027241","pagerankComponentwiseCudaLiNorm","10000"
"web-NotreDame","325729","1684922","40.504","32","0.00095303","pagerankComponentwiseCudaLiNorm","50000"
"web-NotreDame","325729","1684922","40.109","35","0.00024936","pagerankComponentwiseCudaLiNorm","100000"
"web-NotreDame","325729","1684922","38.015","36","0.000028746","pagerankComponentwiseCudaLiNorm","500000"
"web-NotreDame","325729","1684922","38.01","36","0.000028746","pagerankComponentwiseCudaLiNorm","1000000"
"web-NotreDame","325729","1684922","38.012","36","0.000028746","pagerankComponentwiseCudaLiNorm","5000000"
"web-NotreDame","325729","1684922","38.012","36","0.000028746","pagerankComponentwiseCudaLiNorm","10000000"
"web-NotreDame","325729","1684922","38.011","36","0.000028746","pagerankComponentwiseCudaLiNorm","50000000"
"soc-Slashdot0811","77360","905512","2.582","56","0","pagerankMonolithicCudaL1Norm","0"
"soc-Slashdot0811","77360","905512","8967.306","53","0.0000043435","pagerankComponentwiseCudaL1Norm","1"
"soc-Slashdot0811","77360","905512","1932.228","53","0.0000051811","pagerankComponentwiseCudaL1Norm","5"
"soc-Slashdot0811","77360","905512","989.398","53","0.0000051684","pagerankComponentwiseCudaL1Norm","10"
"soc-Slashdot0811","77360","905512","194.306","53","0.0000043093","pagerankComponentwiseCudaL1Norm","50"
"soc-Slashdot0811","77360","905512","107.55","53","0.0000051527","pagerankComponentwiseCudaL1Norm","100"
"soc-Slashdot0811","77360","905512","37.19","53","0.0000051366","pagerankComponentwiseCudaL1Norm","500"
"soc-Slashdot0811","77360","905512","25.884","53","0.0000042882","pagerankComponentwiseCudaL1Norm","1000"
"soc-Slashdot0811","77360","905512","16.788","53","0.0000043414","pagerankComponentwiseCudaL1Norm","5000"
"soc-Slashdot0811","77360","905512","15.698","53","0.0000051592","pagerankComponentwiseCudaL1Norm","10000"
"soc-Slashdot0811","77360","905512","15.705","53","0.0000051592","pagerankComponentwiseCudaL1Norm","50000"
"soc-Slashdot0811","77360","905512","15.101","56","2.8798e-8","pagerankComponentwiseCudaL1Norm","100000"
"soc-Slashdot0811","77360","905512","15.141","56","2.8798e-8","pagerankComponentwiseCudaL1Norm","500000"
"soc-Slashdot0811","77360","905512","15.09","56","2.8798e-8","pagerankComponentwiseCudaL1Norm","1000000"
"soc-Slashdot0811","77360","905512","15.109","56","2.8798e-8","pagerankComponentwiseCudaL1Norm","5000000"
"soc-Slashdot0811","77360","905512","15.089","56","2.8798e-8","pagerankComponentwiseCudaL1Norm","10000000"
"soc-Slashdot0811","77360","905512","15.093","56","2.8798e-8","pagerankComponentwiseCudaL1Norm","50000000"
"soc-Slashdot0811","77360","905512","1.362","30","0.00037255","pagerankMonolithicCudaL2Norm","0"
"soc-Slashdot0811","77360","905512","9061.24","29","0.00045348","pagerankComponentwiseCudaL2Norm","1"
"soc-Slashdot0811","77360","905512","1829.73","29","0.00038457","pagerankComponentwiseCudaL2Norm","5"
"soc-Slashdot0811","77360","905512","906.802","29","0.00038424","pagerankComponentwiseCudaL2Norm","10"
"soc-Slashdot0811","77360","905512","166.511","28","0.00045129","pagerankComponentwiseCudaL2Norm","50"
"soc-Slashdot0811","77360","905512","85.697","28","0.00038175","pagerankComponentwiseCudaL2Norm","100"
"soc-Slashdot0811","77360","905512","24.925","28","0.00037764","pagerankComponentwiseCudaL2Norm","500"
"soc-Slashdot0811","77360","905512","16.266","27","0.00044426","pagerankComponentwiseCudaL2Norm","1000"
"soc-Slashdot0811","77360","905512","9.067","27","0.00038742","pagerankComponentwiseCudaL2Norm","5000"
"soc-Slashdot0811","77360","905512","8.29","27","0.00037354","pagerankComponentwiseCudaL2Norm","10000"
"soc-Slashdot0811","77360","905512","8.272","27","0.00037354","pagerankComponentwiseCudaL2Norm","50000"
"soc-Slashdot0811","77360","905512","8.105","30","0.00037255","pagerankComponentwiseCudaL2Norm","100000"
"soc-Slashdot0811","77360","905512","8.136","30","0.00037255","pagerankComponentwiseCudaL2Norm","500000"
"soc-Slashdot0811","77360","905512","8.105","30","0.00037255","pagerankComponentwiseCudaL2Norm","1000000"
"soc-Slashdot0811","77360","905512","8.088","30","0.00037255","pagerankComponentwiseCudaL2Norm","5000000"
"soc-Slashdot0811","77360","905512","8.089","30","0.00037255","pagerankComponentwiseCudaL2Norm","10000000"
"soc-Slashdot0811","77360","905512","8.09","30","0.00037255","pagerankComponentwiseCudaL2Norm","50000000"
"soc-Slashdot0811","77360","905512","1.021","22","0.0014509","pagerankMonolithicCudaLiNorm","0"
"soc-Slashdot0811","77360","905512","168.277","17","0.021404","pagerankComponentwiseCudaLiNorm","1"
"soc-Slashdot0811","77360","905512","71.257","17","0.018749","pagerankComponentwiseCudaLiNorm","5"
"soc-Slashdot0811","77360","905512","52.741","17","0.016692","pagerankComponentwiseCudaLiNorm","10"
"soc-Slashdot0811","77360","905512","23.513","17","0.011263","pagerankComponentwiseCudaLiNorm","50"
"soc-Slashdot0811","77360","905512","16.858","17","0.0096399","pagerankComponentwiseCudaLiNorm","100"
"soc-Slashdot0811","77360","905512","8.464","18","0.0074727","pagerankComponentwiseCudaLiNorm","500"
"soc-Slashdot0811","77360","905512","7.007","18","0.0068344","pagerankComponentwiseCudaLiNorm","1000"
"soc-Slashdot0811","77360","905512","5.589","18","0.005323","pagerankComponentwiseCudaLiNorm","5000"
"soc-Slashdot0811","77360","905512","5.669","19","0.0019255","pagerankComponentwiseCudaLiNorm","10000"
"soc-Slashdot0811","77360","905512","5.658","19","0.0019255","pagerankComponentwiseCudaLiNorm","50000"
"soc-Slashdot0811","77360","905512","5.954","22","0.0014508","pagerankComponentwiseCudaLiNorm","100000"
"soc-Slashdot0811","77360","905512","5.961","22","0.0014508","pagerankComponentwiseCudaLiNorm","500000"
"soc-Slashdot0811","77360","905512","5.961","22","0.0014508","pagerankComponentwiseCudaLiNorm","1000000"
"soc-Slashdot0811","77360","905512","5.956","22","0.0014508","pagerankComponentwiseCudaLiNorm","5000000"
"soc-Slashdot0811","77360","905512","5.909","22","0.0014508","pagerankComponentwiseCudaLiNorm","10000000"
"soc-Slashdot0811","77360","905512","5.901","22","0.0014508","pagerankComponentwiseCudaLiNorm","50000000"
"soc-Slashdot0902","82168","952191","2.648","58","0","pagerankMonolithicCudaL1Norm","0"
"soc-Slashdot0902","82168","952191","12694.248","56","0.0000037072","pagerankComponentwiseCudaL1Norm","1"
"soc-Slashdot0902","82168","952191","2854.97","56","0.0000036244","pagerankComponentwiseCudaL1Norm","5"
"soc-Slashdot0902","82168","952191","1471.329","56","0.0000043314","pagerankComponentwiseCudaL1Norm","10"
"soc-Slashdot0902","82168","952191","296.989","57","0.0000035286","pagerankComponentwiseCudaL1Norm","50"
"soc-Slashdot0902","82168","952191","164.521","57","0.0000042549","pagerankComponentwiseCudaL1Norm","100"
"soc-Slashdot0902","82168","952191","52.114","57","0.0000034807","pagerankComponentwiseCudaL1Norm","500"
"soc-Slashdot0902","82168","952191","32.817","57","0.0000042295","pagerankComponentwiseCudaL1Norm","1000"
"soc-Slashdot0902","82168","952191","20.384","57","0.0000034683","pagerankComponentwiseCudaL1Norm","5000"
"soc-Slashdot0902","82168","952191","19.295","57","0.0000034505","pagerankComponentwiseCudaL1Norm","10000"
"soc-Slashdot0902","82168","952191","17.932","57","0.0000042188","pagerankComponentwiseCudaL1Norm","50000"
"soc-Slashdot0902","82168","952191","16.397","58","3.3224e-8","pagerankComponentwiseCudaL1Norm","100000"
"soc-Slashdot0902","82168","952191","16.407","58","3.3224e-8","pagerankComponentwiseCudaL1Norm","500000"
"soc-Slashdot0902","82168","952191","16.408","58","3.3224e-8","pagerankComponentwiseCudaL1Norm","1000000"
"soc-Slashdot0902","82168","952191","16.402","58","3.3224e-8","pagerankComponentwiseCudaL1Norm","5000000"
"soc-Slashdot0902","82168","952191","16.398","58","3.3224e-8","pagerankComponentwiseCudaL1Norm","10000000"
"soc-Slashdot0902","82168","952191","16.396","58","3.3224e-8","pagerankComponentwiseCudaL1Norm","50000000"
"soc-Slashdot0902","82168","952191","1.761","39","0.00013764","pagerankMonolithicCudaL2Norm","0"
"soc-Slashdot0902","82168","952191","12838.006","35","0.00042445","pagerankComponentwiseCudaL2Norm","1"
"soc-Slashdot0902","82168","952191","2708.253","35","0.00036004","pagerankComponentwiseCudaL2Norm","5"
"soc-Slashdot0902","82168","952191","1280.831","35","0.00042344","pagerankComponentwiseCudaL2Norm","10"
"soc-Slashdot0902","82168","952191","256.538","35","0.00035807","pagerankComponentwiseCudaL2Norm","50"
"soc-Slashdot0902","82168","952191","139.94","34","0.00035692","pagerankComponentwiseCudaL2Norm","100"
"soc-Slashdot0902","82168","952191","37.956","34","0.00035251","pagerankComponentwiseCudaL2Norm","500"
"soc-Slashdot0902","82168","952191","22.295","34","0.00041317","pagerankComponentwiseCudaL2Norm","1000"
"soc-Slashdot0902","82168","952191","12.684","33","0.00040984","pagerankComponentwiseCudaL2Norm","5000"
"soc-Slashdot0902","82168","952191","11.848","33","0.00033885","pagerankComponentwiseCudaL2Norm","10000"
"soc-Slashdot0902","82168","952191","11.052","34","0.00041529","pagerankComponentwiseCudaL2Norm","50000"
"soc-Slashdot0902","82168","952191","11.042","39","0.00013764","pagerankComponentwiseCudaL2Norm","100000"
"soc-Slashdot0902","82168","952191","11.043","39","0.00013764","pagerankComponentwiseCudaL2Norm","500000"
"soc-Slashdot0902","82168","952191","11.041","39","0.00013764","pagerankComponentwiseCudaL2Norm","1000000"
"soc-Slashdot0902","82168","952191","11.042","39","0.00013764","pagerankComponentwiseCudaL2Norm","5000000"
"soc-Slashdot0902","82168","952191","11.042","39","0.00013764","pagerankComponentwiseCudaL2Norm","10000000"
"soc-Slashdot0902","82168","952191","11.049","39","0.00013764","pagerankComponentwiseCudaL2Norm","50000000"
"soc-Slashdot0902","82168","952191","1.698","37","0.00020137","pagerankMonolithicCudaLiNorm","0"
"soc-Slashdot0902","82168","952191","476.638","19","0.037863","pagerankComponentwiseCudaLiNorm","1"
"soc-Slashdot0902","82168","952191","231.52","19","0.026948","pagerankComponentwiseCudaLiNorm","5"
"soc-Slashdot0902","82168","952191","169.957","20","0.021584","pagerankComponentwiseCudaLiNorm","10"
"soc-Slashdot0902","82168","952191","56.19","20","0.012629","pagerankComponentwiseCudaLiNorm","50"
"soc-Slashdot0902","82168","952191","35.35","20","0.010498","pagerankComponentwiseCudaLiNorm","100"
"soc-Slashdot0902","82168","952191","14.971","21","0.0074511","pagerankComponentwiseCudaLiNorm","500"
"soc-Slashdot0902","82168","952191","10.608","21","0.0068044","pagerankComponentwiseCudaLiNorm","1000"
"soc-Slashdot0902","82168","952191","7.949","22","0.0044517","pagerankComponentwiseCudaLiNorm","5000"
"soc-Slashdot0902","82168","952191","7.88","22","0.0026939","pagerankComponentwiseCudaLiNorm","10000"
"soc-Slashdot0902","82168","952191","7.94","24","0.0018065","pagerankComponentwiseCudaLiNorm","50000"
"soc-Slashdot0902","82168","952191","10.49","37","0.00020137","pagerankComponentwiseCudaLiNorm","100000"
"soc-Slashdot0902","82168","952191","10.488","37","0.00020137","pagerankComponentwiseCudaLiNorm","500000"
"soc-Slashdot0902","82168","952191","10.49","37","0.00020137","pagerankComponentwiseCudaLiNorm","1000000"
"soc-Slashdot0902","82168","952191","10.487","37","0.00020137","pagerankComponentwiseCudaLiNorm","5000000"
"soc-Slashdot0902","82168","952191","10.49","37","0.00020137","pagerankComponentwiseCudaLiNorm","10000000"
"soc-Slashdot0902","82168","952191","10.488","37","0.00020137","pagerankComponentwiseCudaLiNorm","50000000"
"soc-Epinions1","75888","524384","2.208","59","0","pagerankMonolithicCudaL1Norm","0"
"soc-Epinions1","75888","524384","24716.16","42","0.0000054008","pagerankComponentwiseCudaL1Norm","1"
"soc-Epinions1","75888","524384","5765.693","44","0.0000050107","pagerankComponentwiseCudaL1Norm","5"
"soc-Epinions1","75888","524384","3104.069","45","0.0000049936","pagerankComponentwiseCudaL1Norm","10"
"soc-Epinions1","75888","524384","729.26","49","0.0000053311","pagerankComponentwiseCudaL1Norm","50"
"soc-Epinions1","75888","524384","418.926","51","0.0000054314","pagerankComponentwiseCudaL1Norm","100"
"soc-Epinions1","75888","524384","104.322","54","0.000005494","pagerankComponentwiseCudaL1Norm","500"
"soc-Epinions1","75888","524384","59.999","55","0.0000054186","pagerankComponentwiseCudaL1Norm","1000"
"soc-Epinions1","75888","524384","24.588","58","0.00000522","pagerankComponentwiseCudaL1Norm","5000"
"soc-Epinions1","75888","524384","19.727","57","0.0000050192","pagerankComponentwiseCudaL1Norm","10000"
"soc-Epinions1","75888","524384","16.619","58","0.0000030115","pagerankComponentwiseCudaL1Norm","50000"
"soc-Epinions1","75888","524384","15.173","59","4.1685e-8","pagerankComponentwiseCudaL1Norm","100000"
"soc-Epinions1","75888","524384","15.174","59","4.1685e-8","pagerankComponentwiseCudaL1Norm","500000"
"soc-Epinions1","75888","524384","15.176","59","4.1685e-8","pagerankComponentwiseCudaL1Norm","1000000"
"soc-Epinions1","75888","524384","15.18","59","4.1685e-8","pagerankComponentwiseCudaL1Norm","5000000"
"soc-Epinions1","75888","524384","15.204","59","4.1685e-8","pagerankComponentwiseCudaL1Norm","10000000"
"soc-Epinions1","75888","524384","15.181","59","4.1685e-8","pagerankComponentwiseCudaL1Norm","50000000"
"soc-Epinions1","75888","524384","1.674","41","0.000074304","pagerankMonolithicCudaL2Norm","0"
"soc-Epinions1","75888","524384","24668.4","34","0.000090772","pagerankComponentwiseCudaL2Norm","1"
"soc-Epinions1","75888","524384","5538.41","35","0.000078345","pagerankComponentwiseCudaL2Norm","5"
"soc-Epinions1","75888","524384","2928.27","36","0.000092332","pagerankComponentwiseCudaL2Norm","10"
"soc-Epinions1","75888","524384","667.388","38","0.00009437","pagerankComponentwiseCudaL2Norm","50"
"soc-Epinions1","75888","524384","373.071","40","0.000096368","pagerankComponentwiseCudaL2Norm","100"
"soc-Epinions1","75888","524384","89.632","41","0.00008971","pagerankComponentwiseCudaL2Norm","500"
"soc-Epinions1","75888","524384","50.101","42","0.000093555","pagerankComponentwiseCudaL2Norm","1000"
"soc-Epinions1","75888","524384","18.564","41","0.00012986","pagerankComponentwiseCudaL2Norm","5000"
"soc-Epinions1","75888","524384","14.155","40","0.00015536","pagerankComponentwiseCudaL2Norm","10000"
"soc-Epinions1","75888","524384","10.992","38","0.00014834","pagerankComponentwiseCudaL2Norm","50000"
"soc-Epinions1","75888","524384","10.586","41","0.000074311","pagerankComponentwiseCudaL2Norm","100000"
"soc-Epinions1","75888","524384","10.588","41","0.000074311","pagerankComponentwiseCudaL2Norm","500000"
"soc-Epinions1","75888","524384","10.588","41","0.000074311","pagerankComponentwiseCudaL2Norm","1000000"
"soc-Epinions1","75888","524384","10.587","41","0.000074311","pagerankComponentwiseCudaL2Norm","5000000"
"soc-Epinions1","75888","524384","10.588","41","0.000074311","pagerankComponentwiseCudaL2Norm","10000000"
"soc-Epinions1","75888","524384","10.581","41","0.000074311","pagerankComponentwiseCudaL2Norm","50000000"
"soc-Epinions1","75888","524384","1.347","34","0.00026806","pagerankMonolithicCudaLiNorm","0"
"soc-Epinions1","75888","524384","1808.65","14","0.056304","pagerankComponentwiseCudaLiNorm","1"
"soc-Epinions1","75888","524384","684.634","14","0.037231","pagerankComponentwiseCudaLiNorm","5"
"soc-Epinions1","75888","524384","457.486","15","0.028748","pagerankComponentwiseCudaLiNorm","10"
"soc-Epinions1","75888","524384","153.552","17","0.015002","pagerankComponentwiseCudaLiNorm","50"
"soc-Epinions1","75888","524384","97.452","18","0.011017","pagerankComponentwiseCudaLiNorm","100"
"soc-Epinions1","75888","524384","31.001","20","0.0062667","pagerankComponentwiseCudaLiNorm","500"
"soc-Epinions1","75888","524384","19.653","21","0.005468","pagerankComponentwiseCudaLiNorm","1000"
"soc-Epinions1","75888","524384","10.21","24","0.0032909","pagerankComponentwiseCudaLiNorm","5000"
"soc-Epinions1","75888","524384","8.604","25","0.0028396","pagerankComponentwiseCudaLiNorm","10000"
"soc-Epinions1","75888","524384","7.606","26","0.0010448","pagerankComponentwiseCudaLiNorm","50000"
"soc-Epinions1","75888","524384","8.779","34","0.00026806","pagerankComponentwiseCudaLiNorm","100000"
"soc-Epinions1","75888","524384","8.783","34","0.00026806","pagerankComponentwiseCudaLiNorm","500000"
"soc-Epinions1","75888","524384","8.774","34","0.00026806","pagerankComponentwiseCudaLiNorm","1000000"
"soc-Epinions1","75888","524384","8.78","34","0.00026806","pagerankComponentwiseCudaLiNorm","5000000"
"soc-Epinions1","75888","524384","8.78","34","0.00026806","pagerankComponentwiseCudaLiNorm","10000000"
